Дата,Товар,Количество,Цена за единицу
2025-01-25,Чипсы,4,1.07
2025-12-05,Свитер,26,9.49
2025-03-27,Телефон,8,14.38
2025-12-15,Игрушка,1,16.53
2025-07-08,Телефон,15,17.37
2025-02-26,Кепка,27,8.07
2025-04-21,Набор пакетов,8,10.94
2025-06-23,Игрушка,27,16.64
2025-08-16,Футболка,19,15.59
2025-03-24,Очки,23,6.06
2025-12-20,Футболка,22,14.53
2025-08-15,Сумка,28,2.39
2025-09-11,Кроссовки,5,10.41
2025-11-12,Свитер,12,14.77
2025-02-11,Кепка,1,5.28
2025-05-21,Ручка,21,15.67
2025-12-08,Часы,30,1.16
2025-07-04,Часы,12,14.01
2025-06-25,Сумка,23,3.91
2025-08-23,Штаны,31,13.92
2025-08-19,Свитер,11,10.76
2025-12-03,Очки,1,6.31
2025-10-02,Часы,18,15.56
2025-01-12,Набор пакетов,33,18.64
2025-04-20,Ноутбук,30,5.23
2025-01-26,Сумка,20,2.55
2025-05-20,Планшет,1,8.32
2025-06-28,Телефон,30,18.75
2025-09-22,Сумка,29,3.4
2025-10-30,Штаны,26,16.56
2025-01-11,Ноутбук,16,17.52
2025-10-12,Телефон,18,7.75
2025-06-13,Телефон,28,5.77
2025-06-02,Штаны,14,17.89
2025-05-16,Кепка,28,7.48
2025-04-15,Кепка,9,5.56
2025-04-02,Сумка,10,13.29
2025-06-11,Часы,29,15.13
2025-03-08,Книга,10,14.88
2025-01-07,Свитер,1,11.19
2025-05-18,Штаны,18,18.62
2025-03-19,Сумка,16,2.72
2025-11-09,Планшет,27,15.3
2025-09-02,Очки,10,12.46
2025-08-03,Очки,1,14.17
2025-05-09,Кепка,1,3.87
2025-04-26,Очки,25,6.28
2025-04-10,Набор пакетов,22,9.55
2025-06-11,Набор пакетов,25,1.47
2025-02-04,Часы,14,12.03
2025-04-24,Книга,13,3.18
2025-02-22,Очки,20,13.0
2025-08-21,Планшет,17,17.03
2025-04-05,Часы,5,5.09
2025-11-07,Свитер,8,8.92
2025-05-11,Ложка,20,13.52
2025-12-23,Ручка,2,18.34
2025-09-14,Свитер,26,17.0
2025-10-02,Телефон,5,13.86
2025-12-03,Сумка,20,5.47
2025-10-02,Очки,26,4.02
2025-01-21,Набор пакетов,6,11.49
2025-12-05,Планшет,9,3.28
2025-10-13,Свитер,23,4.93
2025-07-02,Кепка,26,8.31
2025-04-01,Шорты,33,11.38
2025-05-05,Кроссовки,4,8.9
2025-03-08,Ложка,33,17.39
2025-01-01,Телефон,16,2.03
2025-07-01,Кроссовки,4,12.88
2025-05-30,Кепка,8,14.19
2025-05-21,Часы,32,16.74
2025-04-16,Набор пакетов,18,9.71
2025-06-14,Футболка,22,6.08
2025-12-21,Планшет,12,7.68
2025-11-23,Кепка,24,17.91
2025-06-04,Кроссовки,22,11.8
2025-10-03,Ноутбук,11,1.86
2025-11-05,Штаны,31,7.32
2025-09-09,Ложка,27,11.89
2025-05-20,Свитер,27,4.22
2025-01-16,Ложка,29,17.95
2025-05-04,Телефон,4,12.39
2025-10-26,Ручка,32,17.66
2025-07-19,Футболка,15,1.16
2025-06-18,Ручка,20,10.58
2025-12-03,Ноутбук,3,3.55
2025-06-08,Ложка,27,8.32
2025-07-01,Кепка,26,6.71
2025-06-21,Кепка,10,14.45
2025-05-26,Планшет,4,18.51
2025-02-26,Часы,24,8.35
2025-05-11,Чипсы,21,10.36
2025-11-04,Книга,20,17.32
2025-07-23,Игрушка,19,9.98
2025-08-02,Ручка,32,16.12
2025-07-07,Чипсы,14,11.66
2025-04-26,Чипсы,20,4.86
2025-04-26,Планшет,4,3.22
2025-02-11,Чипсы,31,15.92
2025-06-02,Телефон,29,10.69
2025-01-14,Очки,31,3.56
2025-05-01,Очки,32,2.17
2025-07-22,Кепка,28,13.6
2025-01-02,Телефон,17,11.79
2025-05-12,Игрушка,8,13.78
2025-07-09,Свитер,10,16.69
2025-08-19,Книга,29,8.19
2025-03-04,Планшет,2,15.95
2025-01-30,Сумка,28,5.07
2025-03-03,Штаны,5,18.17
2025-05-14,Игрушка,26,7.9
2025-01-16,Часы,16,8.92
2025-07-24,Сумка,17,9.82
2025-05-30,Планшет,13,15.3
2025-01-20,Чипсы,13,10.42
2025-06-29,Штаны,33,15.27
2025-04-15,Чипсы,28,12.38
2025-07-04,Часы,27,6.16
2025-01-12,Чипсы,4,8.79
2025-04-28,Футболка,28,18.8
2025-05-21,Чипсы,20,14.91
2025-12-07,Планшет,2,18.45
2025-03-08,Ложка,14,2.76
2025-06-02,Ложка,12,17.74
2025-10-25,Набор пакетов,1,14.8
2025-10-22,Чипсы,2,4.14
2025-02-22,Набор пакетов,18,2.0
2025-05-04,Шорты,15,16.45
2025-08-14,Телефон,10,17.64
2025-01-18,Свитер,30,10.23
2025-01-28,Свитер,6,11.59
2025-10-06,Ноутбук,17,8.47
2025-02-07,Шорты,10,11.9
2025-06-25,Планшет,4,11.33
2025-11-28,Ноутбук,3,14.11
2025-06-12,Свитер,2,15.99
2025-05-13,Телефон,5,1.08
2025-09-19,Шорты,14,12.34
2025-10-31,Кепка,9,1.29
2025-02-10,Сумка,21,12.19
2025-06-20,Игрушка,30,9.52
2025-04-03,Телефон,6,17.92
2025-04-26,Сумка,7,5.82
2025-12-01,Планшет,31,5.72
2025-03-31,Книга,3,13.35
2025-01-25,Сумка,31,3.72
2025-10-12,Шорты,21,9.55
2025-12-12,Кепка,7,6.54
2025-05-11,Ложка,9,12.27
2025-06-27,Ложка,13,14.63
2025-04-27,Кепка,26,12.21
2025-08-27,Футболка,25,8.06
2025-11-06,Шорты,31,2.99
2025-04-18,Часы,28,15.7
2025-02-18,Футболка,14,17.97
2025-01-11,Чипсы,1,15.97
2025-12-06,Шорты,11,16.26
2025-04-29,Книга,2,7.05
2025-12-23,Планшет,22,13.02
2025-08-15,Сумка,2,15.63
2025-02-16,Очки,19,12.62
2025-04-01,Книга,13,6.91
2025-06-12,Футболка,21,8.49
2025-02-02,Ноутбук,1,14.71
2025-04-04,Набор пакетов,30,5.03
2025-01-28,Книга,31,13.31
2025-01-21,Ручка,25,16.77
2025-04-08,Сумка,28,5.76
2025-11-11,Ложка,32,2.06
2025-05-11,Набор пакетов,25,13.2
2025-05-01,Очки,11,4.94
2025-07-24,Чипсы,22,10.2
2025-04-22,Кепка,29,13.76
2025-10-21,Свитер,1,15.61
2025-08-30,Ручка,16,14.62
2025-02-20,Очки,21,9.56
2025-08-08,Кепка,31,1.81
2025-01-12,Ручка,6,12.15
2025-11-16,Планшет,32,16.85
2025-04-15,Чипсы,16,18.44
2025-07-08,Телефон,2,1.6
2025-04-26,Штаны,27,1.0
2025-01-26,Кепка,31,10.33
2025-09-10,Ложка,11,6.04
2025-04-17,Чипсы,16,4.07
2025-10-10,Ноутбук,28,4.04
2025-05-28,Планшет,19,14.23
2025-10-10,Свитер,16,17.49
2025-09-13,Ложка,25,18.13
2025-07-24,Кроссовки,23,7.0
2025-03-28,Игрушка,31,5.03
2025-12-31,Телефон,26,1.47
2025-10-19,Телефон,25,16.79
2025-08-14,Шорты,27,1.13
2025-01-31,Свитер,30,12.27
2025-11-17,Штаны,10,8.0
2025-06-11,Телефон,20,10.46
2025-09-21,Кроссовки,33,14.8
2025-09-18,Книга,23,12.73
2025-08-11,Чипсы,29,15.44
2025-01-24,Игрушка,27,10.76
2025-07-03,Ручка,1,6.8
2025-06-22,Кепка,17,4.77
2025-09-24,Планшет,2,16.99
2025-03-11,Футболка,30,9.79
2025-11-23,Штаны,31,14.44
2025-06-10,Планшет,1,12.7
2025-06-26,Сумка,31,3.78
2025-03-10,Сумка,3,16.79
2025-02-13,Книга,20,9.36
2025-07-10,Ноутбук,24,16.83
2025-08-11,Планшет,17,14.64
2025-11-08,Штаны,25,1.36
2025-07-18,Кроссовки,12,3.49
2025-09-03,Кепка,4,13.62
2025-05-21,Набор пакетов,7,16.64
2025-04-29,Ручка,31,18.73
2025-02-18,Шорты,14,17.69
2025-08-04,Набор пакетов,13,10.79
2025-03-02,Свитер,2,3.52
2025-06-07,Планшет,5,12.37
2025-04-15,Ноутбук,29,11.51
2025-08-07,Штаны,5,10.01
2025-01-10,Сумка,12,14.93
2025-10-19,Шорты,12,15.85
2025-01-14,Чипсы,6,4.31
2025-10-14,Часы,15,6.36
2025-08-07,Часы,19,11.89
2025-10-30,Планшет,7,3.05
2025-04-20,Кроссовки,18,4.41
2025-09-23,Книга,21,9.0
2025-11-05,Свитер,23,11.12
2025-06-13,Телефон,8,7.45
2025-10-06,Штаны,22,15.05
2025-05-02,Очки,8,18.34
2025-06-17,Свитер,12,5.51
2025-12-12,Часы,6,16.24
2025-08-23,Чипсы,6,16.63
2025-12-12,Игрушка,27,5.77
2025-01-29,Телефон,28,11.45
2025-12-28,Кепка,1,14.46
2025-06-06,Шорты,10,18.92
2025-12-10,Чипсы,10,13.94
2025-07-26,Часы,33,17.32
2025-08-09,Ноутбук,30,18.18
2025-12-14,Свитер,27,9.35
2025-06-21,Ноутбук,17,16.57
2025-07-17,Игрушка,17,13.69
2025-10-13,Шорты,18,13.91
2025-03-03,Ручка,30,14.6
2025-05-11,Шорты,1,16.43
2025-04-21,Телефон,9,4.38
2025-05-11,Книга,32,18.19
2025-12-16,Футболка,26,5.66
2025-11-26,Кепка,29,2.83
2025-11-15,Кепка,33,3.82
2025-08-03,Штаны,16,15.48
2025-01-14,Футболка,28,9.78
2025-04-20,Планшет,8,17.62
2025-01-26,Футболка,11,12.44
2025-09-20,Игрушка,8,5.22
2025-11-15,Кепка,22,18.54
2025-03-11,Часы,17,11.94
2025-02-26,Ноутбук,3,3.46
2025-06-19,Телефон,10,2.39
2025-08-07,Набор пакетов,32,17.15
2025-01-18,Набор пакетов,18,11.98
2025-09-26,Шорты,10,2.49
2025-10-28,Сумка,21,8.46
2025-11-09,Очки,18,9.83
2025-10-25,Кроссовки,6,9.08
2025-05-07,Часы,23,10.68
2025-08-04,Планшет,31,6.14
2025-06-14,Игрушка,6,14.77
2025-05-14,Сумка,33,10.73
2025-05-11,Телефон,22,2.75
2025-07-03,Ложка,11,17.46
2025-09-11,Сумка,10,5.17
2025-03-05,Игрушка,5,14.58
2025-11-19,Свитер,3,11.37
2025-03-29,Футболка,23,10.52
2025-10-13,Набор пакетов,16,13.98
2025-09-19,Телефон,5,6.26
2025-01-23,Часы,7,5.85
2025-10-13,Сумка,12,10.62
2025-09-24,Ручка,22,11.21
2025-10-29,Телефон,19,17.2
2025-12-28,Планшет,19,14.01
2025-08-29,Телефон,20,7.99
2025-02-23,Кроссовки,22,7.21
2025-09-09,Кроссовки,25,8.71
2025-05-13,Кепка,26,5.69
2025-12-24,Сумка,13,4.29
2025-01-20,Шорты,26,10.28
2025-07-14,Свитер,32,15.25
2025-07-20,Ноутбук,19,12.53
2025-01-03,Футболка,8,11.12
2025-04-29,Очки,7,12.51
2025-04-10,Очки,15,2.95
2025-02-12,Свитер,27,3.6
2025-04-29,Планшет,7,6.48
2025-11-30,Сумка,6,6.53
2025-02-19,Чипсы,1,10.08
2025-01-15,Ноутбук,20,10.73
2025-09-13,Планшет,20,8.95
2025-09-28,Книга,25,16.36
2025-06-25,Книга,17,9.06
2025-08-23,Шорты,16,10.11
2025-06-05,Штаны,23,14.6
2025-12-16,Сумка,25,14.93
2025-08-08,Телефон,30,9.15
2025-01-01,Сумка,12,13.97
2025-04-30,Свитер,2,12.61
2025-01-01,Ложка,20,16.14
2025-03-26,Очки,5,10.79
2025-05-25,Ложка,8,4.78
2025-05-16,Ручка,8,14.7
2025-10-13,Кроссовки,24,7.99
2025-04-05,Планшет,2,14.71
2025-01-12,Книга,21,15.39
2025-01-05,Шорты,4,12.22
2025-07-26,Ноутбук,32,14.49
2025-12-06,Телефон,15,11.82
2025-10-29,Кроссовки,22,7.12
2025-10-14,Книга,19,8.57
2025-06-30,Ноутбук,7,3.04
2025-05-10,Штаны,11,2.82
2025-04-13,Кроссовки,32,11.21
2025-04-20,Игрушка,2,12.52
2025-02-11,Ручка,30,12.21
2025-03-25,Телефон,16,3.49
2025-12-07,Книга,13,3.02
2025-10-23,Шорты,29,11.04
2025-08-18,Свитер,17,3.57
2025-01-01,Набор пакетов,24,6.76
2025-03-14,Штаны,25,15.15
2025-01-14,Штаны,14,1.63
2025-09-10,Часы,22,1.32
2025-10-29,Телефон,13,16.55
2025-06-23,Очки,31,10.34
2025-05-18,Кепка,25,16.52
2025-03-19,Ложка,3,11.95
2025-02-14,Чипсы,2,11.52
2025-11-23,Книга,15,14.93
2025-01-20,Телефон,27,4.06
2025-12-07,Кепка,14,17.6
2025-10-10,Футболка,5,3.74
2025-09-13,Ноутбук,15,2.48
2025-02-23,Часы,11,14.04
2025-06-25,Игрушка,14,17.4
2025-11-24,Набор пакетов,29,2.44
2025-06-26,Книга,16,14.66
2025-03-03,Ноутбук,3,8.79
2025-11-25,Футболка,13,12.94
2025-08-10,Очки,9,15.62
2025-03-14,Сумка,33,7.03
2025-02-13,Шорты,19,2.96
2025-12-23,Часы,21,5.49
2025-05-18,Очки,5,16.68
2025-02-14,Свитер,10,17.93
2025-02-18,Ручка,24,8.11
2025-06-25,Свитер,6,14.54
2025-09-11,Очки,22,5.83
2025-10-17,Ручка,31,8.14
2025-12-09,Сумка,19,7.56
2025-11-24,Ложка,25,5.75
2025-03-05,Футболка,4,18.52
2025-01-02,Чипсы,11,13.17
2025-06-28,Игрушка,22,4.34
2025-03-17,Сумка,30,5.82
2025-11-20,Планшет,22,8.63
2025-05-08,Ложка,20,17.48
2025-10-20,Телефон,24,4.04
2025-05-07,Ручка,8,10.6
2025-12-27,Книга,8,14.84
2025-12-14,Телефон,5,5.39
2025-03-22,Телефон,32,2.55
2025-10-05,Набор пакетов,29,17.7
2025-08-16,Шорты,11,11.86
2025-03-21,Сумка,21,18.86
2025-03-15,Ложка,21,9.27
2025-04-26,Шорты,30,3.4
2025-01-31,Шорты,15,9.42
2025-08-15,Футболка,28,18.72
2025-01-04,Свитер,5,9.88
2025-12-07,Планшет,27,9.86
2025-12-14,Сумка,11,5.46
2025-09-17,Кроссовки,8,1.17
2025-07-12,Чипсы,19,11.04
2025-09-20,Штаны,30,1.55
2025-01-19,Сумка,1,4.25
2025-11-14,Чипсы,10,12.71
2025-01-29,Свитер,31,7.52
2025-03-09,Очки,9,5.3
2025-09-12,Ручка,1,13.65
2025-11-03,Кепка,21,9.7
2025-01-09,Часы,16,14.22
2025-08-23,Ручка,21,4.4
2025-07-27,Очки,18,16.72
2025-02-22,Часы,29,7.83
2025-12-26,Кепка,11,5.49
2025-01-16,Шорты,9,9.0
2025-04-13,Часы,2,7.46
2025-09-30,Сумка,6,18.59
2025-05-04,Планшет,32,1.25
2025-01-08,Чипсы,15,13.86
2025-05-29,Ложка,11,5.97
2025-10-13,Ручка,17,9.98
2025-04-15,Кепка,29,7.12
2025-12-20,Ложка,27,11.43
2025-06-26,Телефон,11,7.45
2025-12-16,Сумка,23,13.01
2025-01-28,Планшет,8,9.39
2025-12-31,Игрушка,4,4.36
2025-09-04,Очки,23,3.0
2025-02-01,Книга,28,13.91
2025-04-10,Свитер,14,15.09
2025-07-26,Штаны,2,1.52
2025-03-04,Ноутбук,15,10.74
2025-08-09,Штаны,11,8.04
2025-08-31,Часы,20,17.69
2025-02-11,Ручка,9,11.34
2025-01-18,Планшет,27,4.96
2025-04-16,Футболка,3,16.84
2025-03-29,Кепка,3,1.0
2025-08-30,Часы,26,15.27
2025-09-10,Игрушка,1,15.12
2025-03-25,Сумка,7,6.25
2025-05-14,Кроссовки,15,4.45
2025-04-15,Кроссовки,17,5.32
2025-07-03,Свитер,21,2.7
2025-11-25,Очки,13,6.52
2025-04-27,Чипсы,21,2.79
2025-05-23,Кроссовки,28,3.58
2025-05-14,Ноутбук,30,10.69
2025-08-27,Ручка,33,11.88
2025-03-20,Ноутбук,24,11.44
2025-01-18,Часы,11,17.57
2025-08-09,Кроссовки,33,3.78
2025-06-10,Планшет,28,14.87
2025-12-31,Ноутбук,16,17.17
2025-08-12,Футболка,29,4.69
2025-06-21,Телефон,27,10.34
2025-12-17,Часы,17,5.84
2025-08-17,Кроссовки,28,18.0
2025-06-26,Кроссовки,30,15.76
2025-10-07,Часы,5,1.99
2025-02-13,Игрушка,1,18.61
2025-06-15,Часы,24,16.51
2025-07-13,Игрушка,13,5.46
2025-06-16,Кепка,10,11.6
2025-06-16,Планшет,29,14.44
2025-05-09,Ноутбук,8,10.32
2025-11-13,Штаны,2,11.32
2025-01-16,Чипсы,21,4.48
2025-05-13,Часы,9,11.42
2025-01-03,Штаны,10,13.57
2025-03-17,Кроссовки,30,6.66
2025-11-22,Чипсы,32,10.53
2025-07-07,Телефон,13,3.88
2025-07-16,Кроссовки,9,12.07
2025-03-04,Футболка,20,11.11
2025-03-14,Часы,6,9.65
2025-12-14,Штаны,20,7.17
2025-12-25,Кепка,9,7.92
2025-02-11,Сумка,28,1.76
2025-10-31,Часы,29,5.04
2025-06-18,Ложка,19,2.44
2025-10-08,Ложка,26,6.07
2025-11-01,Телефон,8,1.16
2025-01-02,Чипсы,32,1.72
2025-07-01,Штаны,22,1.01
2025-12-27,Сумка,26,14.69
2025-07-18,Часы,1,14.86
2025-10-15,Часы,13,7.49
2025-02-01,Игрушка,31,9.0
2025-09-22,Ручка,17,5.89
2025-02-25,Штаны,27,12.32
2025-06-01,Книга,27,13.37
2025-12-07,Штаны,13,11.64
2025-12-16,Книга,22,14.42
2025-01-22,Планшет,3,12.56
2025-02-12,Планшет,29,5.63
2025-10-02,Ложка,16,10.91
2025-12-05,Планшет,15,6.26
2025-04-14,Ложка,3,18.5
2025-10-11,Штаны,14,10.07
2025-06-06,Штаны,22,13.9
2025-06-26,Планшет,29,12.2
2025-02-04,Кроссовки,30,9.86
2025-06-17,Книга,11,11.59
2025-04-28,Планшет,12,18.93
2025-03-15,Кроссовки,18,17.41
2025-05-31,Планшет,20,4.41
2025-08-19,Ноутбук,19,12.19
2025-03-07,Планшет,26,9.64
2025-05-11,Ноутбук,4,2.74
2025-12-02,Очки,17,12.89
2025-09-22,Кроссовки,19,8.78
2025-09-19,Очки,11,14.66
2025-09-03,Кепка,13,3.1
2025-09-03,Чипсы,3,12.41
2025-07-09,Часы,27,5.34
2025-11-08,Игрушка,13,6.26
2025-11-08,Ложка,16,11.21
2025-01-11,Ручка,5,14.29
2025-11-03,Штаны,7,4.67
2025-09-24,Сумка,12,17.16
2025-04-08,Ложка,16,5.25
2025-09-19,Ложка,2,15.66
2025-05-17,Футболка,10,4.35
2025-12-03,Свитер,28,17.04
2025-12-26,Ноутбук,17,13.07
2025-12-01,Очки,15,16.81
2025-05-13,Телефон,9,4.12
2025-01-30,Ложка,8,16.07
2025-10-11,Игрушка,19,2.22
2025-02-05,Ручка,21,10.31
2025-12-14,Книга,9,18.07
2025-10-11,Ручка,13,15.68
2025-07-23,Кроссовки,6,8.46
2025-02-17,Кроссовки,23,3.67
2025-12-13,Часы,4,8.27
2025-02-19,Телефон,26,10.33
2025-04-06,Кепка,11,15.04
2025-02-10,Ноутбук,22,13.07
2025-11-18,Ложка,14,17.59
2025-12-09,Очки,22,9.65
2025-04-11,Сумка,17,4.83
2025-03-03,Игрушка,32,8.85
2025-12-07,Телефон,15,8.92
2025-01-07,Штаны,26,1.09
2025-02-03,Свитер,24,7.56
2025-01-13,Планшет,18,18.76
2025-04-08,Очки,24,18.46
2025-02-24,Ложка,24,12.04
2025-03-17,Набор пакетов,17,13.82
2025-06-13,Игрушка,28,9.53
2025-07-21,Штаны,10,3.85
2025-11-01,Футболка,28,15.27
2025-07-11,Свитер,31,1.85
2025-05-18,Свитер,8,18.15
2025-06-06,Штаны,17,6.52
2025-03-14,Ноутбук,28,9.7
2025-10-07,Очки,18,14.85
2025-06-23,Чипсы,7,14.61
2025-01-11,Кроссовки,8,16.17
2025-09-14,Телефон,1,10.72
2025-02-21,Свитер,12,8.33
2025-01-13,Ложка,9,5.21
2025-08-09,Свитер,25,12.61
2025-05-18,Очки,5,3.07
2025-01-12,Очки,17,11.35
2025-08-07,Очки,2,6.66
2025-05-15,Телефон,9,11.26
2025-11-17,Ноутбук,30,13.98
2025-10-09,Ложка,3,15.8
2025-08-28,Ноутбук,21,6.74
2025-11-21,Кепка,5,7.12
2025-02-21,Шорты,24,3.28
2025-02-12,Сумка,3,1.57
2025-01-26,Набор пакетов,19,1.81
2025-02-15,Чипсы,1,18.74
2025-06-23,Кроссовки,20,9.94
2025-04-16,Шорты,17,7.12
2025-11-24,Футболка,9,10.84
2025-03-02,Сумка,19,5.71
2025-06-23,Свитер,8,17.91
2025-07-07,Телефон,25,11.51
2025-11-11,Свитер,4,4.02
2025-08-09,Планшет,27,13.72
2025-06-25,Книга,13,5.42
2025-12-22,Шорты,26,5.3
2025-05-01,Игрушка,11,16.14
2025-11-11,Футболка,24,11.46
2025-10-31,Игрушка,16,8.27
2025-11-23,Набор пакетов,32,4.2
2025-01-15,Набор пакетов,15,15.74
2025-01-10,Чипсы,13,10.72
2025-02-15,Планшет,25,8.35
2025-10-11,Набор пакетов,10,5.44
2025-05-25,Планшет,28,16.27
2025-01-27,Планшет,8,1.28
2025-05-02,Планшет,25,6.75
2025-07-23,Свитер,22,14.47
2025-02-26,Книга,9,7.99
2025-07-02,Сумка,6,6.15
2025-10-15,Планшет,15,8.86
2025-07-25,Игрушка,5,7.08
2025-12-16,Книга,4,5.51
2025-02-01,Планшет,17,7.06
2025-06-07,Телефон,17,5.61
2025-01-13,Кроссовки,10,10.9
2025-04-02,Очки,1,10.41
2025-10-03,Свитер,14,5.37
2025-08-25,Очки,28,13.19
2025-10-12,Футболка,17,1.93
2025-10-05,Футболка,17,13.85
2025-04-22,Штаны,21,10.27
2025-07-13,Штаны,4,5.0
2025-02-02,Свитер,13,17.78
2025-11-26,Футболка,5,15.94
2025-06-13,Футболка,26,12.46
2025-05-29,Чипсы,19,11.25
2025-10-11,Сумка,6,6.06
2025-01-23,Очки,18,14.55
2025-10-16,Ручка,5,4.34
2025-06-28,Игрушка,24,17.28
2025-01-12,Ноутбук,24,6.64
2025-03-16,Футболка,2,2.79
2025-07-12,Очки,17,6.95
2025-09-29,Штаны,14,11.85
2025-11-09,Игрушка,17,16.59
2025-12-20,Планшет,25,9.2
2025-03-10,Планшет,24,8.51
2025-01-14,Ложка,24,11.45
2025-11-03,Кепка,27,8.08
2025-03-31,Шорты,12,12.52
2025-03-08,Свитер,25,12.42
2025-09-07,Чипсы,29,17.73
2025-06-13,Телефон,23,1.71
2025-08-30,Сумка,31,13.78
2025-09-04,Книга,25,16.83
2025-01-07,Футболка,22,6.92
2025-06-10,Очки,29,9.39
2025-12-19,Свитер,2,14.08
2025-12-07,Кепка,1,10.59
2025-11-22,Ноутбук,28,6.48
2025-07-25,Книга,15,11.07
2025-12-17,Сумка,20,13.86
2025-08-27,Ноутбук,27,7.94
2025-02-14,Ручка,32,9.88
2025-12-21,Ручка,1,5.7
2025-04-24,Свитер,8,15.12
2025-08-16,Сумка,24,12.47
2025-09-18,Футболка,15,16.44
2025-08-15,Кроссовки,20,6.53
2025-05-14,Ложка,17,12.8
2025-01-31,Ложка,14,8.9
2025-01-19,Шорты,11,17.23
2025-05-04,Телефон,13,17.75
2025-08-13,Ложка,32,10.56
2025-06-12,Ноутбук,14,8.34
2025-10-30,Кроссовки,29,5.27
2025-08-16,Планшет,12,13.96
2025-11-27,Футболка,3,18.04
2025-01-12,Набор пакетов,8,8.09
2025-11-06,Штаны,9,10.72
2025-04-17,Ручка,30,17.85
2025-05-09,Штаны,31,9.62
2025-02-23,Часы,9,18.79
2025-05-18,Часы,17,16.41
2025-08-07,Ноутбук,26,9.93
2025-11-29,Штаны,20,18.97
2025-08-13,Чипсы,19,13.91
2025-07-25,Часы,11,2.82
2025-09-17,Ручка,1,17.35
2025-06-28,Телефон,28,12.6
2025-11-07,Часы,23,10.51
2025-06-15,Часы,9,15.22
2025-09-05,Ноутбук,14,13.74
2025-12-25,Шорты,17,5.07
2025-07-21,Кепка,30,16.34
2025-03-08,Игрушка,11,17.64
2025-10-02,Кепка,10,1.35
2025-10-10,Чипсы,33,16.69
2025-11-01,Футболка,5,2.14
2025-09-12,Чипсы,26,18.91
2025-09-12,Очки,30,10.96
2025-06-04,Ложка,31,5.83
2025-10-29,Футболка,26,6.07
2025-01-21,Игрушка,2,12.47
2025-10-26,Ручка,5,8.98
2025-07-09,Ручка,9,8.29
2025-05-25,Сумка,10,13.24
2025-01-15,Сумка,10,14.79
2025-01-27,Телефон,23,4.13
2025-05-30,Футболка,18,1.34
2025-06-20,Чипсы,28,5.42
2025-04-18,Свитер,8,7.49
2025-02-17,Ручка,33,14.71
2025-01-17,Кепка,8,5.42
2025-07-13,Ручка,13,11.69
2025-12-21,Часы,17,16.23
2025-01-14,Набор пакетов,5,14.44
2025-09-19,Очки,32,5.26
2025-12-16,Кроссовки,30,4.98
2025-11-01,Ложка,24,13.1
2025-03-25,Футболка,27,13.39
2025-12-04,Телефон,8,7.86
2025-06-01,Набор пакетов,12,11.63
2025-01-20,Книга,29,5.9
2025-03-15,Шорты,13,13.7
2025-07-24,Кепка,24,14.94
2025-06-28,Кроссовки,20,9.4
2025-07-10,Набор пакетов,1,13.02
2025-05-07,Ручка,9,13.11
2025-08-07,Ноутбук,10,3.38
2025-10-23,Телефон,15,13.27
2025-02-26,Ручка,18,5.35
2025-03-11,Очки,4,3.19
2025-12-20,Планшет,9,18.69
2025-06-10,Телефон,23,1.11
2025-01-21,Ноутбук,2,4.73
2025-02-10,Ноутбук,8,6.27
2025-03-27,Кепка,13,17.13
2025-10-15,Часы,24,17.07
2025-10-26,Ноутбук,12,3.35
2025-02-03,Набор пакетов,14,15.86
2025-03-25,Планшет,5,16.75
2025-06-17,Ручка,7,14.57
2025-12-05,Шорты,9,14.69
2025-11-04,Шорты,27,17.7
2025-07-28,Сумка,16,3.04
2025-07-20,Ручка,4,18.81
2025-06-01,Телефон,11,5.75
2025-05-13,Ложка,2,7.35
2025-02-27,Очки,4,9.52
2025-01-23,Ложка,10,16.55
2025-03-05,Игрушка,18,3.03
2025-06-21,Планшет,31,6.48
2025-03-13,Часы,25,15.77
2025-04-03,Набор пакетов,13,18.14
2025-12-23,Сумка,14,7.15
2025-08-22,Планшет,28,16.74
2025-05-01,Кроссовки,31,10.39
2025-08-31,Чипсы,33,7.67
2025-12-28,Чипсы,13,15.9
2025-05-02,Кепка,1,12.72
2025-04-27,Часы,14,7.21
2025-01-03,Планшет,7,10.03
2025-08-24,Чипсы,2,6.41
2025-07-05,Книга,27,3.47
2025-07-17,Футболка,11,11.07
2025-12-24,Футболка,10,8.8
2025-07-04,Планшет,8,7.96
2025-07-06,Книга,33,9.89
2025-08-28,Планшет,18,10.97
2025-09-09,Часы,1,4.49
2025-08-23,Ноутбук,18,7.64
2025-09-25,Планшет,13,6.23
2025-09-12,Свитер,19,17.69
2025-02-18,Ложка,7,5.86
2025-03-21,Игрушка,5,17.32
2025-10-22,Сумка,22,13.76
2025-10-23,Кепка,21,5.83
2025-03-29,Футболка,25,9.15
2025-09-28,Телефон,23,8.45
2025-03-14,Планшет,5,12.04
2025-09-21,Футболка,20,3.62
2025-12-27,Свитер,16,16.14
2025-07-06,Книга,13,2.09
2025-11-08,Книга,4,18.43
2025-04-18,Ноутбук,21,12.62
2025-03-15,Футболка,19,8.59
2025-08-22,Ручка,9,3.6
2025-06-30,Ложка,17,4.97
2025-02-05,Шорты,9,15.57
2025-07-19,Очки,15,4.44
2025-03-12,Телефон,15,6.19
2025-08-29,Штаны,33,5.88
2025-01-09,Футболка,12,15.15
2025-10-23,Чипсы,7,15.69
2025-09-28,Ложка,15,3.63
